;token;tf;df;idf;tf-idf;arquivo
60;ajustadas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
61;diferiram;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
62;magnitude;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
63;períodos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
64;aumento;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
65;relativo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
66;significativo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
67;vs;0.005847953216374269;2.0;2.0;0.005847953216374269;0
68;provavelmente;0.005847953216374269;2.0;2.0;0.005847953216374269;0
69;virtude;0.005847953216374269;2.0;2.0;0.005847953216374269;0
70;diferenças;0.005847953216374269;2.0;2.0;0.005847953216374269;0
71;prevalência;0.03161448478838884;2.703038449407246;2.703038449407246;0.03161448478838884;0
72;tabagismo;0.04742172718258326;2.703038449407246;2.703038449407246;0.04742172718258326;0
73;além;0.011695906432748537;2.0;2.0;0.011695906432748537;0
74;de;0.02057307540576235;2.345330596256908;2.345330596256908;0.02057307540576235;0
75;isso;0.011695906432748537;2.0;2.0;0.011695906432748537;0
76;aumentaram;0.005847953216374269;2.0;2.0;0.005847953216374269;0
77;igual;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
78;superior;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
79;todas;0.005847953216374269;2.0;2.0;0.005847953216374269;0
80;idades;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
81;sistema;0.015531406143939127;2.655870450613591;2.655870450613591;0.015531406143939127;0
82;saúde;0.038652990495439785;2.6438645498880815;2.6438645498880815;0.038652990495439785;0
83;brasileiro;0.005847953216374269;2.0;2.0;0.005847953216374269;0
84;dividido;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
85;cobertura;0.011695906432748537;2.0;2.0;0.011695906432748537;0
86;privada;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
87;pública;0.011695906432748537;2.0;2.0;0.011695906432748537;0
88;discutido;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
89;adiante;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
90;presente;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
91;análise;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
92;evidente;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
93;discrepância;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
94;significativa;0.011695906432748537;2.0;2.0;0.011695906432748537;0
95;público;0.006857691801920783;2.345330596256908;2.345330596256908;0.006857691801920783;0
96;privado;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
97;tocante;0.005847953216374269;2.0;2.0;0.005847953216374269;0
98;disponibilidade;0.005847953216374269;2.0;2.0;0.005847953216374269;0
99;recursos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
100;desfechos;0.005847953216374269;2.0;2.0;0.005847953216374269;0
101;paciente;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
102;tendências;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
103;refletem;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
104;modelo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
105;epidemiológico;0.005847953216374269;2.0;2.0;0.005847953216374269;0
106;relacionada;0.011695906432748537;2.0;2.0;0.011695906432748537;0
107;tabaco;0.03882851535984782;2.655870450613591;2.655870450613591;0.03882851535984782;0
108;uso;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
109;durante;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
110;décadas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
111;atingiu;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
112;ponto;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
113;máximo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
114;década;0.005847953216374269;2.0;2.0;0.005847953216374269;0
115;fortes;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
116;políticas;0.011695906432748537;2.0;2.0;0.011695906432748537;0
117;resultaram;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
118;redução;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
119;consumo;0.011695906432748537;2.0;2.0;0.011695906432748537;0
120;pode;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
121;servir;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
122;exemplo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
123;outros;0.011695906432748537;2.0;2.0;0.011695906432748537;0
124;baixa;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
125;média;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
126;renda;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
127;estudos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
128;conduzidos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
129;indicam;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
130;relacionadas;0.011695906432748537;2.0;2.0;0.011695906432748537;0
131;diminuíram;0.005847953216374269;2.0;2.0;0.005847953216374269;0
132;aproximadamente;0.007765703071969564;2.655870450613591;2.655870450613591;0.007765703071969564;0
133;dados;0.02070217720782116;2.3600482016916122;2.3600482016916122;0.02070217720782116;0
134;provenientes;0.005847953216374269;2.0;2.0;0.005847953216374269;0
135;estudo;0.006857691801920783;2.345330596256908;2.345330596256908;0.006857691801920783;0
136;vigilância;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
137;telefone;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
138;sobre;0.011695906432748537;2.0;2.0;0.011695906432748537;0
139;fatores;0.02057307540576235;2.345330596256908;2.345330596256908;0.02057307540576235;0
140;risco;0.011695906432748537;2.0;2.0;0.011695906432748537;0
141;doenças;0.022340187385929623;2.546781361995977;2.546781361995977;0.022340187385929623;0
142;crônicas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
143;proteção;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
144;contra;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
145;mostraram;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
146;fumantes;0.011695906432748537;2.0;2.0;0.011695906432748537;0
147;porcentagens;0.005847953216374269;2.0;2.0;0.005847953216374269;0
148;principais;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
149;componentes;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
150;brasileiras;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
151;antitabaco;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
152;proibição;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
153;locais;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
154;públicos;0.005847953216374269;2.0;2.0;0.005847953216374269;0
155;impostos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
156;altos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
157;produtos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
158;alertas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
159;rótulos;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
160;embalagens;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
161;cigarros;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
162;apesar;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
163;essa;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
164;diminuição;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
165;pesquisas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
166;nacionais;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
167;crianças;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
168;ainda;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
169;mostram;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
170;população;0.013715383603841566;2.345330596256908;2.345330596256908;0.013715383603841566;0
171;jovem;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
172;diversas;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
173;cidades;0.006857691801920783;2.345330596256908;2.345330596256908;0.006857691801920783;0
174;continuam;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
175;ser;0.005847953216374269;2.0;2.0;0.005847953216374269;0
176;grande;0.005847953216374269;2.0;2.0;0.005847953216374269;0
177;fardo;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
178;econômica;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
179;estima;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
180;se;0.006857691801920783;2.345330596256908;2.345330596256908;0.006857691801920783;0
181;fração;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
182;atribuível;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
183;carga;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
184;relevantes;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
185;reforçar;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
186;papel;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
187;controle;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
188;local;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
189;respeito;0.007446729128643207;2.546781361995977;2.546781361995977;0.007446729128643207;0
190;relacionado;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
191;tais;0.005847953216374269;2.0;2.0;0.005847953216374269;0
192;exposição;0.02057307540576235;2.345330596256908;2.345330596256908;0.02057307540576235;0
193;amianto;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
194;fumaça;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
195;proveniente;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
196;combustão;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
197;lenha;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
198;domicílio;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
199;radônio;0.004109547099731475;1.4054651081081644;1.4054651081081644;0.004109547099731475;0
200;embora;0.018604651162790697;2.0;2.0;0.018604651162790697;1
201;relativamente;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
202;poucos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
203;dados;0.06586181027976593;2.3600482016916122;2.3600482016916122;0.06586181027976593;1
204;brasil;0.02247085105639883;2.415616488562874;2.415616488562874;0.02247085105639883;1
205;respeito;0.023690989413916064;2.546781361995977;2.546781361995977;0.023690989413916064;1
206;câncer;0.06585697913245081;2.0227500733538464;2.0227500733538464;0.06585697913245081;1
207;pulmão;0.059334744364273245;2.1261616730531245;2.1261616730531245;0.059334744364273245;1
208;diagnosticado;0.018604651162790697;2.0;2.0;0.018604651162790697;1
209;classificado;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
210;publicados;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
211;alguns;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
212;últimos;0.018604651162790697;2.0;2.0;0.018604651162790697;1
213;anos;0.025144543715416242;2.703038449407246;2.703038449407246;0.025144543715416242;1
214;assim;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
215;ocorre;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
216;países;0.01090851440119492;2.345330596256908;2.345330596256908;0.01090851440119492;1
217;desenvolvidos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
218;pulmonar;0.018604651162790697;2.0;2.0;0.018604651162790697;1
219;células;0.061764429084037;2.655870450613591;2.655870450613591;0.061764429084037;1
220;pequenas;0.018604651162790697;2.0;2.0;0.018604651162790697;1
221;cpcnp;0.04738197882783213;2.546781361995977;2.546781361995977;0.04738197882783213;1
222;geralmente;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
223;estágios;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
224;avançados;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
225;apresenta;0.009302325581395349;2.0;2.0;0.009302325581395349;1
226;baixas;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
227;taxas;0.03746724923924472;2.6851528621458716;2.6851528621458716;0.03746724923924472;1
228;sobrevida;0.009302325581395349;2.0;2.0;0.009302325581395349;1
229;geral;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
230;aproximadamente;0.0123528858168074;2.655870450613591;2.655870450613591;0.0123528858168074;1
231;pacientes;0.0491881776723364;2.6438645498880815;2.6438645498880815;0.0491881776723364;1
232;apresentam;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
233;doença;0.02181702880238984;2.345330596256908;2.345330596256908;0.02181702880238984;1
234;localmente;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
235;avançada;0.009302325581395349;2.0;2.0;0.009302325581395349;1
236;metastática;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
237;estágio;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
238;iii;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
239;iv;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
240;respectivamente;0.0247057716336148;2.655870450613591;2.655870450613591;0.0247057716336148;1
241;acordo;0.01090851440119492;2.345330596256908;2.345330596256908;0.01090851440119492;1
242;grande;0.009302325581395349;2.0;2.0;0.009302325581395349;1
243;banco;0.01090851440119492;2.345330596256908;2.345330596256908;0.01090851440119492;1
244;casos;0.025192481020936266;2.7081917097506487;2.7081917097506487;0.025192481020936266;1
245;estado;0.02181702880238984;2.345330596256908;2.345330596256908;0.02181702880238984;1
246;paulo;0.035536484120874096;2.546781361995977;2.546781361995977;0.035536484120874096;1
247;apenas;0.009302325581395349;2.0;2.0;0.009302325581395349;1
248;registrados;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
249;sistema;0.0123528858168074;2.655870450613591;2.655870450613591;0.0123528858168074;1
250;apresentavam;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
251;i;0.018604651162790697;2.0;2.0;0.018604651162790697;1
252;porcentagens;0.009302325581395349;2.0;2.0;0.009302325581395349;1
253;contrastam;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
254;referentes;0.018604651162790697;2.0;2.0;0.018604651162790697;1
255;período;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
256;semelhante;0.009302325581395349;2.0;2.0;0.009302325581395349;1
257;eua;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
258;reino;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
259;unido;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
260;ensaio;0.018604651162790697;2.0;2.0;0.018604651162790697;1
261;brasileiro;0.009302325581395349;2.0;2.0;0.009302325581395349;1
262;rastreamento;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
263;realizado;0.018604651162790697;2.0;2.0;0.018604651162790697;1
264;fim;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
265;determinar;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
266;eficácia;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
267;país;0.0123528858168074;2.655870450613591;2.655870450613591;0.0123528858168074;1
268;janeiro;0.018604651162790697;2.0;2.0;0.018604651162790697;1
269;julho;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
270;voluntários;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
271;ofereceram;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
272;participar;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
273;estudo;0.02181702880238984;2.345330596256908;2.345330596256908;0.02181702880238984;1
274;cujos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
275;critérios;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
276;elegibilidade;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
277;mesmos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
278;aplicados;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
279;nacional;0.01090851440119492;2.345330596256908;2.345330596256908;0.01090851440119492;1
280;total;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
281;participantes;0.009302325581395349;2.0;2.0;0.009302325581395349;1
282;receberam;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
283;diagnóstico;0.018604651162790697;2.0;2.0;0.018604651162790697;1
284;prevalência;0.025144543715416242;2.703038449407246;2.703038449407246;0.025144543715416242;1
285;maioria;0.009302325581395349;2.0;2.0;0.009302325581395349;1
286;quais;0.02181702880238984;2.345330596256908;2.345330596256908;0.02181702880238984;1
287;classificada;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
288;publicadas;0.009302325581395349;2.0;2.0;0.009302325581395349;1
289;várias;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
290;séries;0.01090851440119492;2.345330596256908;2.345330596256908;0.01090851440119492;1
291;retrospectivas;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
292;relatados;0.009302325581395349;2.0;2.0;0.009302325581395349;1
293;provenientes;0.009302325581395349;2.0;2.0;0.009302325581395349;1
294;única;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
295;instituição;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
296;histologia;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
297;estadiamento;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
298;desfechos;0.009302325581395349;2.0;2.0;0.009302325581395349;1
299;curiosamente;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
300;presença;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
301;escamosas;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
302;exame;0.018604651162790697;2.0;2.0;0.018604651162790697;1
303;histológico;0.018604651162790697;2.0;2.0;0.018604651162790697;1
304;parece;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
305;ser;0.009302325581395349;2.0;2.0;0.009302325581395349;1
306;prevalente;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
307;serviços;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
308;públicos;0.009302325581395349;2.0;2.0;0.009302325581395349;1
309;saúde;0.0122970444180841;2.6438645498880815;2.6438645498880815;0.0122970444180841;1
310;passo;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
311;adenocarcinoma;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
312;predomina;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
313;instituições;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
314;privadas;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
315;carcinoma;0.03272554320358476;2.345330596256908;2.345330596256908;0.03272554320358476;1
316;cpcp;0.018604651162790697;2.0;2.0;0.018604651162790697;1
317;diminuíram;0.009302325581395349;2.0;2.0;0.009302325581395349;1
318;após;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
319;década;0.009302325581395349;2.0;2.0;0.009302325581395349;1
320;aumentaram;0.009302325581395349;2.0;2.0;0.009302325581395349;1
321;todas;0.009302325581395349;2.0;2.0;0.009302325581395349;1
322;raçasetniassexos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
323;importante;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
324;centro;0.009302325581395349;2.0;2.0;0.009302325581395349;1
325;oncológico;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
326;analisou;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
327;coletados;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
328;queda;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
329;proporção;0.009302325581395349;2.0;2.0;0.009302325581395349;1
330;dois;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
331;diferentes;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
332;ocorrido;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
333;alterações;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
334;significativas;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
335;subgrupos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
336;histológicos;0.006537047014456578;1.4054651081081644;1.4054651081081644;0.006537047014456578;1
337;entanto;0.009302325581395349;2.0;2.0;0.009302325581395349;1
